Parameter,bsUpdate,FactoryDefault,DataType,Access,SourceFile
Device.IP.Interface.{i}.Status,,,string,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.Type,,,string,readOnly,data-model-generic.xml
Device.IP.Interface.{i}.ULAEnable,,,boolean,readWrite,data-model-generic.xml
Device.IP.InterfaceNumberOfEntries,,,unsignedInt,readOnly,data-model-generic.xml
Device.IP.ULAPrefix,,,string,readWrite,data-model-generic.xml
Device.InterfaceStack.{i}.HigherLayer,,,string,readOnly,data-model-generic.xml
Device.InterfaceStack.{i}.LowerLayer,,,string,readOnly,data-model-generic.xml
Device.InterfaceStackNumberOfEntries,,0,unsignedInt,readOnly,data-model-generic.xml
Device.ManagementServer.AliasBasedAddressing,,1,boolean,readOnly,data-model-generic.xml
Device.ManagementServer.AutoCreateInstances,,0,boolean,readWrite,data-model-generic.xml
Device.ManagementServer.CWMPRetryIntervalMultiplier,,,unsignedInt,readWrite,data-model-generic.xml
Device.ManagementServer.CWMPRetryMinimumWaitInterval,,,unsignedInt,readWrite,data-model-generic.xml
Device.ManagementServer.ConnectionRequestPassword,,,string,writeOnly,data-model-generic.xml
Device.ManagementServer.ConnectionRequestURL,,,string,readOnly,data-model-generic.xml
Device.ManagementServer.ConnectionRequestUsername,,,string,readWrite,data-model-generic.xml
Device.ManagementServer.DefaultActiveNotificationThrottle,,600,unsignedInt,readWrite,data-model-generic.xml
Device.ManagementServer.DownloadProgressURL,,,string,readOnly,data-model-generic.xml
Device.ManagementServer.EnableCWMP,,,boolean,readWrite,data-model-generic.xml
Device.ManagementServer.InstanceMode,,InstanceNumber,string,readWrite,data-model-generic.xml
Device.ManagementServer.KickURL,,,string,readOnly,data-model-generic.xml
Device.ManagementServer.NATDetected,,0,boolean,readOnly,data-model-generic.xml
Device.ManagementServer.ParameterKey,,,string,readOnly,data-model-generic.xml
Device.ManagementServer.Password,,,string,writeOnly,data-model-generic.xml
Device.ManagementServer.PeriodicInformEnable,,0,boolean,readWrite,data-model-generic.xml
Device.ManagementServer.PeriodicInformInterval,,300,unsignedInt,readWrite,data-model-generic.xml
Device.ManagementServer.PeriodicInformTime,,,dateTime,readWrite,data-model-generic.xml
Device.ManagementServer.STUNEnable,,1,boolean,readWrite,data-model-generic.xml
Device.ManagementServer.STUNMaximumKeepAlivePeriod,,80,int,readWrite,data-model-generic.xml
Device.ManagementServer.STUNMinimumKeepAlivePeriod,,30,unsignedInt,readWrite,data-model-generic.xml
Device.ManagementServer.STUNPassword,,,string,readWrite,data-model-generic.xml
Device.ManagementServer.STUNServerAddress,,,string,readWrite,data-model-generic.xml
Device.ManagementServer.STUNServerPort,,3478,unsignedInt,readWrite,data-model-generic.xml
Device.ManagementServer.STUNUsername,,,string,readWrite,data-model-generic.xml
Device.ManagementServer.UDPConnectionRequestAddress,,,string,readOnly,data-model-generic.xml
Device.ManagementServer.URL,,,string,readWrite,data-model-generic.xml
Device.ManagementServer.UpgradesManaged,,0,boolean,readWrite,data-model-generic.xml
Device.ManagementServer.Username,,,string,readWrite,data-model-generic.xml
Device.Services.STBService.1.Capabilities.HDMI.SupportedResolutions,,,list,readOnly,data-model-generic.xml
Device.Services.STBService.1.Capabilities.VideoDecoder.VideoStandards,,,list,readOnly,data-model-generic.xml
Device.Services.STBService.1.Capabilities.VideoDecoder.X_RDKCENTRAL-COM_MPEGHPart2.AudioStandards,,,list,readOnly,data-model-tv.xml
Device.Services.STBService.1.Capabilities.VideoDecoder.X_RDKCENTRAL-COM_MPEGHPart2.ProfileLevel.1.Alias,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Capabilities.VideoDecoder.X_RDKCENTRAL-COM_MPEGHPart2.ProfileLevel.1.Level,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Capabilities.VideoDecoder.X_RDKCENTRAL-COM_MPEGHPart2.ProfileLevel.1.MaximumDecodingCapability,,,unsignedInt,readOnly,data-model-generic.xml
Device.Services.STBService.1.Capabilities.VideoDecoder.X_RDKCENTRAL-COM_MPEGHPart2.ProfileLevel.1.Profile,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Capabilities.VideoDecoder.X_RDKCENTRAL-COM_MPEGHPart2.ProfileLevelNumberOfEntries,,,unsignedInt,readOnly,data-model-stb.xml
Device.Services.STBService.1.Capabilities.VideoDecoder.X_RDKCENTRAL-COM_MPEGHPart2.ProfileLevelNumberOfEntries,,,unsignedInt,readOnly,data-model-tv.xml
Device.Services.STBService.1.Components.AudioOutput.1.AudioFormat,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.AudioOutput.1.AudioLevel,,,unsignedInt,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.AudioOutput.1.CancelMute,,0,boolean,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.AudioOutput.1.Enable,,,boolean,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.AudioOutput.1.Name,,The Audio Output Component,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.AudioOutput.1.Status,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.AudioOutput.1.X_COMCAST-COM_AudioCompression,,,string,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.AudioOutput.1.X_COMCAST-COM_AudioDB,,,string,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.AudioOutput.1.X_COMCAST-COM_AudioEncoding,,,string,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.AudioOutput.1.X_COMCAST-COM_AudioGain,,,string,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.AudioOutput.1.X_COMCAST-COM_AudioLoopThru,,,string,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.AudioOutput.1.X_COMCAST-COM_AudioOptimalLevel,,,string,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.AudioOutput.1.X_COMCAST-COM_AudioStereoMode,,,string,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.AudioOutput.1.X_COMCAST-COM_MaxAudioDB,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.AudioOutput.1.X_COMCAST-COM_MinAudioDB,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.AudioOutputNumberOfEntries,,1,unsignedInt,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.HDMI.1.DisplayDevice.AutoLipSyncSupport,,,boolean,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.HDMI.1.DisplayDevice.CECSupport,,,boolean,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.HDMI.1.DisplayDevice.EEDID,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.HDMI.1.DisplayDevice.HDMI3DPresent,,,boolean,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.HDMI.1.DisplayDevice.PreferredResolution,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.HDMI.1.DisplayDevice.Status,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.HDMI.1.DisplayDevice.SupportedResolutions,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.HDMI.1.DisplayDevice.VideoLatency,,,unsignedInt,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.HDMI.1.DisplayDevice.X_COMCAST-COM_EDID,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.HDMI.1.Enable,,,boolean,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.HDMI.1.Name,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.HDMI.1.ResolutionMode,,,string,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.HDMI.1.ResolutionValue,,,string,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.HDMI.1.Status,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.HDMINumberOfEntries,,1,unsignedInt,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.VideoDecoder.1.ContentAspectRatio,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.VideoDecoder.1.Enable,,,boolean,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.VideoDecoder.1.Name,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.VideoDecoder.1.Status,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.VideoDecoder.1.X_COMCAST-COM_Standby,,,boolean,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.VideoDecoder.1.X_RDKCENTRAL-COM_MPEGHPart2,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.VideoDecoderNumberOfEntries,,1,unsignedInt,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.VideoOutput.1.AspectRatioBehaviour,,,string,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.VideoOutput.1.DisplayFormat,,,string,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.VideoOutput.1.Enable,,,boolean,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.VideoOutput.1.HDCP,,,boolean,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.VideoOutput.1.Name,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.VideoOutput.1.Status,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.VideoOutput.1.VideoFormat,,,string,readWrite,data-model-generic.xml
Device.Services.STBService.1.Components.VideoOutputNumberOfEntries,,1,unsignedInt,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.Remote.1.BatteryLevelLoaded,,,unsignedInt,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.Remote.1.BatteryLevelUnloaded,,,unsignedInt,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.Remote.1.BatteryPercentage,,,unsignedInt,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.Remote.1.BatteryReplacement,,,boolean,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.Remote.1.ImpendingDoom,,,boolean,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.Remote.1.LinkQuality,,,unsignedInt,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.Remote.1.MACAddress,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.Remote.1.NetworkAddress,,,unsignedInt,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.Remote.1.RemoteId,,,unsignedInt,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.Remote.1.RemoteType,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.Remote.1.SignalStrength,,,int,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.Remote.1.VersionInfoHW,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.Remote.1.VersionInfoSW,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.rf4ceActiveChannel,,,unsignedInt,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.rf4ceMACAddress,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.rf4ceNetworkAddress,,,unsignedInt,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.rf4cePANID,,,unsignedInt,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.rf4cePairedRemotesNumberOfEntries,,,unsignedInt,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_RF4CE.rf4ceVersionInfo,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_SDCard.Capacity,,,unsignedInt,readOnly,data-model-tv.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_SDCard.CardFailed,,,boolean,readOnly,data-model-tv.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_SDCard.LifeElapsed,,,int,readOnly,data-model-tv.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_SDCard.LotID,,,string,readOnly,data-model-tv.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_SDCard.Manufacturer,,,string,readOnly,data-model-tv.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_SDCard.Model,,,string,readOnly,data-model-tv.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_SDCard.ReadOnly,,,boolean,readOnly,data-model-tv.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_SDCard.SerialNumber,,,int,readOnly,data-model-tv.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_SDCard.Status,,,string,readOnly,data-model-tv.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_SDCard.TSBQualified,,,boolean,readOnly,data-model-tv.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_eMMCFlash.Capacity,,,unsignedInt,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_eMMCFlash.DeviceReport,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_eMMCFlash.FirmwareVersion,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_eMMCFlash.LifeElapsedA,,,int,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_eMMCFlash.LifeElapsedB,,,int,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_eMMCFlash.LotID,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_eMMCFlash.Manufacturer,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_eMMCFlash.Model,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_eMMCFlash.PreEOLStateEUDA,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_eMMCFlash.PreEOLStateMLC,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_eMMCFlash.PreEOLStateSystem,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_eMMCFlash.ReadOnly,,,boolean,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_eMMCFlash.SerialNumber,,,string,readOnly,data-model-generic.xml
Device.Services.STBService.1.Components.X_RDKCENTRAL-COM_eMMCFlash.TSBQualified,,,boolean,readOnly,data-model-generic.xml
Device.Services.STBService.1.Enable,,1,boolean,readWrite,data-model-generic.xml
Device.Services.STBServiceNumberOfEntries,,1,unsignedInt,readOnly,data-model-generic.xml
Device.Time.Chrony.Enable,,FALSE,boolean,readWrite,data-model-generic.xml
Device.Time.Chrony.Makestep,,"1.0,3",string,readWrite,data-model-generic.xml
Device.Time.Chrony.NTPServer.{i}.Settings,,,string,readWrite,data-model-generic.xml
Device.Time.CurrentLocalTime,,,string,readWrite,data-model-generic.xml
Device.Time.Enable,,,boolean,readWrite,data-model-generic.xml
Device.Time.LocalTimeZone,,,string,readWrite,data-model-generic.xml
Device.Time.NTPServer1,allUpdate,,string,readWrite,data-model-generic.xml
Device.Time.NTPServer2,allUpdate,,string,readWrite,data-model-generic.xml
Device.Time.NTPServer3,allUpdate,,string,readWrite,data-model-generic.xml
Device.Time.NTPServer4,allUpdate,,string,readWrite,data-model-generic.xml
Device.Time.NTPServer5,allUpdate,,string,readWrite,data-model-generic.xml
Device.Time.Status,,,string,readWrite,data-model-generic.xml
Device.Time.X_RDK_CurrentUTCTime,,,string,readOnly,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.Alias,,,string,readWrite,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.AssociatedDevice.{i}.Active,,,boolean,readOnly,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.AssociatedDevice.{i}.AuthenticationState,,,boolean,readOnly,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.AssociatedDevice.{i}.LastDataDownlinkRate,,,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.AssociatedDevice.{i}.LastDataUplinkRate,,,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.AssociatedDevice.{i}.MACAddress,,,string,readOnly,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.AssociatedDevice.{i}.Retransmissions,,,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.AssociatedDevice.{i}.SignalStrength,,,int,readOnly,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.AssociatedDeviceNumberOfEntries,,,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.Enable,,0,boolean,readWrite,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.RetryLimit,,,unsignedInt,readWrite,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.SSIDAdvertisementEnabled,,,boolean,readWrite,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.SSIDReference,,,string,readWrite,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.Security.KeyPassphrase,,,string,readWrite,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.Security.ModeEnabled,,,string,readWrite,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.Security.ModesSupported,,,string,readOnly,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.Security.PreSharedKey,,,hexBinary,readWrite,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.Security.RadiusSecret,,,string,readWrite,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.Security.RadiusServerIPAddr,,,string,readWrite,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.Security.RadiusServerPort,,1812,unsignedInt,readWrite,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.Security.RekeyingInterval,,3600,unsignedInt,readWrite,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.Security.WEPKey,,,hexBinary,readWrite,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.Status,,Disable,string,readOnly,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.UAPSDCapability,,,boolean,readOnly,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.UAPSDEnable,,,boolean,readWrite,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.WMMCapability,,,boolean,readOnly,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.WMMEnable,,,boolean,readWrite,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.WPS.ConfigMethodsEnabled,,,string,readWrite,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.WPS.ConfigMethodsSupported,,,string,readOnly,data-model-generic.xml
Device.WiFi.AccessPoint.{i}.WPS.Enable,,1,boolean,readWrite,data-model-generic.xml
Device.WiFi.AccessPointNumberOfEntries,,,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Alias,,,string,readWrite,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Enable,,0,boolean,readWrite,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Profile.{i}.Alias,,,string,readWrite,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Profile.{i}.Enable,,0,boolean,readWrite,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Profile.{i}.Location,,,string,readWrite,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Profile.{i}.Priority,,0,unsignedInt,readWrite,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Profile.{i}.SSID,,,string,readWrite,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Profile.{i}.Security.KeyPassphrase,,,string,readWrite,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Profile.{i}.Security.ModeEnabled,,,string,readWrite,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Profile.{i}.Security.PreSharedKey,,,hexBinary,readWrite,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Profile.{i}.Security.WEPKey,,,hexBinary,readWrite,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Profile.{i}.Status,,Disabled,string,readOnly,data-model-generic.xml
Device.WiFi.EndPoint.{i}.ProfileNumberOfEntries,,,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.EndPoint.{i}.ProfileReference,,,string,readWrite,data-model-generic.xml
Device.WiFi.EndPoint.{i}.SSIDReference,,,string,readOnly,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Security.ModesEnabled,,,string,readOnly,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Security.ModesSupported,,,string,readOnly,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Stats.LastDataDownlinkRate,,,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Stats.LastDataUplinkRate,,,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Stats.Retransmissions,,0,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Stats.SignalStrength,,,int,readOnly,data-model-generic.xml
Device.WiFi.EndPoint.{i}.Status,,Disabled,string,readOnly,data-model-generic.xml
Device.WiFi.EndPoint.{i}.WPS.ConfigMethodsEnabled,,,string,readWrite,data-model-generic.xml
Device.WiFi.EndPoint.{i}.WPS.ConfigMethodsSupported,,,string,readOnly,data-model-generic.xml
Device.WiFi.EndPoint.{i}.WPS.Enable,,1,boolean,readWrite,data-model-generic.xml
Device.WiFi.EndPointNumberOfEntries,,,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.Radio.{i}.OperatingChannelBandwidth,,,string,readOnly,data-model-generic.xml
Device.WiFi.Radio.{i}.Stats.Noise,,,int,readOnly,data-model-generic.xml
Device.WiFi.Radio.{i}.Stats.PacketsReceived,,,unsignedLong,readOnly,data-model-generic.xml
Device.WiFi.RadioNumberOfEntries,,,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Alias,,,string,readWrite,data-model-generic.xml
Device.WiFi.SSID.{i}.BSSID,,,string,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Enable,,0,boolean,readWrite,data-model-generic.xml
Device.WiFi.SSID.{i}.LastChange,,,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.LowerLayers,,,string,readWrite,data-model-generic.xml
Device.WiFi.SSID.{i}.MACAddress,,,string,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Name,,,string,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.SSID,,,string,readWrite,data-model-generic.xml
Device.WiFi.SSID.{i}.Stats.BroadcastPacketsReceived,,,unsignedLong,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Stats.BroadcastPacketsSent,,,unsignedLong,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Stats.BytesReceived,,,unsignedLong,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Stats.BytesSent,,,unsignedLong,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Stats.DiscardPacketsReceived,,,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Stats.DiscardPacketsSent,,,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Stats.ErrorsReceived,,,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Stats.ErrorsSent,,,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Stats.MulticastPacketsReceived,,,unsignedLong,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Stats.MulticastPacketsSent,,,unsignedLong,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Stats.PacketsReceived,,,unsignedLong,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Stats.PacketsSent,,,unsignedLong,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Stats.UnicastPacketsReceived,,,unsignedLong,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Stats.UnicastPacketsSent,,,unsignedLong,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Stats.UnknownProtoPacketsReceived,,,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.SSID.{i}.Status,,,string,readOnly,data-model-generic.xml
Device.WiFi.SSIDNumberOfEntries,,,unsignedInt,readOnly,data-model-generic.xml
Device.WiFi.X_RDKCENTRAL-COM_ClientRoaming.80211kvrEnable,,,boolean,readWrite,data-model-generic.xml
Device.WiFi.X_RDKCENTRAL-COM_ClientRoaming.Enable,,,boolean,readWrite,data-model-generic.xml
Device.WiFi.X_RDKCENTRAL-COM_ClientRoaming.PostAssn_APcontrolBeaconsMissedTime,,,unsignedInt,readWrite,data-model-generic.xml
Device.WiFi.X_RDKCENTRAL-COM_ClientRoaming.PostAssn_APcontrolThresholdLevel,,,int,readWrite,data-model-generic.xml
Device.WiFi.X_RDKCENTRAL-COM_ClientRoaming.PostAssn_APcontrolTimeframe,,,unsignedInt,readWrite,data-model-generic.xml
Device.WiFi.X_RDKCENTRAL-COM_ClientRoaming.PostAssn_BackOffTime,,,unsignedInt,readWrite,data-model-generic.xml
Device.WiFi.X_RDKCENTRAL-COM_ClientRoaming.PostAssn_BestDeltaLevelConnected,,,unsignedInt,readWrite,data-model-generic.xml
Device.WiFi.X_RDKCENTRAL-COM_ClientRoaming.PostAssn_BestDeltaLevelDisconnected,,,unsignedInt,readWrite,data-model-generic.xml
Device.WiFi.X_RDKCENTRAL-COM_ClientRoaming.PostAssn_SelfSteerBeaconsMissedTime,,,unsignedInt,readWrite,data-model-generic.xml
Device.WiFi.X_RDKCENTRAL-COM_ClientRoaming.PostAssn_SelfSteerThresholdLevel,,,int,readWrite,data-model-generic.xml
Device.WiFi.X_RDKCENTRAL-COM_ClientRoaming.PostAssn_SelfSteerTimeframe,,,unsignedInt,readWrite,data-model-generic.xml
Device.WiFi.X_RDKCENTRAL-COM_ClientRoaming.PreAssn_BestDeltaLevel,,,unsignedInt,readWrite,data-model-generic.xml
Device.WiFi.X_RDKCENTRAL-COM_ClientRoaming.PreAssn_BestThresholdLevel,,,int,readWrite,data-model-generic.xml
Device.WiFi.X_RDKCENTRAL-COM_ClientRoaming.SelfSteer_OverrideEnable,,,boolean,readWrite,data-model-generic.xml
Device.WiFi.X_RDKCENTRAL-COM_WiFiEnable,,,boolean,readWrite,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.CoPilot.rssServerArgs,,,string,readWrite,data-model-tv.xml
Device.X_COMCAST-COM_Xcalibur.Client.CoPilot.rssServerMode,,,unsignedInt,readWrite,data-model-tv.xml
Device.X_COMCAST-COM_Xcalibur.Client.SecuritySystem.ssDeviceId,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.SecuritySystem.ssDeviceReg,,,dateTime,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.SecuritySystem.ssErrorCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.SecuritySystem.ssRegTs,,,boolean,readOnly,data-model-generic.xml
